Frame,Time,Dextran_Area,Dextran_Mean,Dextran_Min,Dextran_Max
1,0.74,110.026,5.157,0,29
2,1.48,110.026,4.542,0,29
3,2.22,110.026,3.514,0,17
4,2.96,110.026,3.935,0,23
5,3.7,110.026,4.019,0,23
6,4.44,110.026,4.931,0,29
7,5.18,110.026,5.181,0,23
8,5.92,110.026,3.907,0,23
9,6.66,110.026,3.769,0,17
10,7.4,110.026,3.667,0,23
11,8.14,110.026,3.537,0,23
12,8.88,110.026,3.981,0,23
13,9.62,110.026,4.801,0,23
14,10.36,110.026,3.5,0,35
15,11.1,110.026,4.495,0,29
16,11.84,110.026,4.278,0,17
17,12.58,110.026,3.259,0,17
18,13.32,110.026,3.384,0,17
19,14.06,110.026,3.815,0,23
20,14.8,110.026,4.583,0,23
21,15.54,110.026,4.477,0,29
22,16.28,110.026,4.222,0,23
23,17.02,110.026,3.981,0,29
24,17.76,110.026,4.287,0,23
25,18.5,110.026,3.847,0,23
26,19.24,110.026,3.958,0,23
27,19.98,110.026,4.153,0,29
28,20.72,110.026,3.769,0,23
29,21.46,110.026,3.324,0,23
30,22.2,110.026,3.282,0,23
31,22.94,110.026,4.148,0,41
32,23.68,110.026,4.097,0,35
33,24.42,110.026,3.926,0,23
34,25.16,110.026,4.25,0,29
35,25.9,110.026,3.991,0,17
36,26.64,110.026,3.806,0,23
37,27.38,110.026,3.681,0,23
38,28.12,110.026,4.94,0,23
39,28.86,110.026,4.5,0,29
40,29.6,110.026,3.81,0,29
41,30.34,110.026,4.329,0,29
42,31.08,110.026,3.991,0,29
43,31.82,110.026,3.824,0,23
44,32.56,110.026,4.542,0,71
45,33.3,110.026,3.958,0,23
46,34.04,110.026,3.88,0,23
47,34.78,110.026,4.444,0,23
48,35.52,110.026,3.884,0,23
49,36.26,110.026,4.38,0,23
50,37,110.026,3.903,0,23
51,37.74,110.026,4.074,0,29
52,38.48,110.026,4.014,0,29
53,39.22,110.026,3.319,0,23
54,39.96,110.026,4.25,0,23
55,40.7,110.026,3.917,0,29
56,41.44,110.026,4.014,0,29
57,42.18,110.026,3.569,0,23
58,42.92,110.026,4.565,0,23
59,43.66,110.026,4.801,0,23
60,44.4,110.026,3.94,0,23
61,45.14,110.026,4.037,0,23
62,45.88,110.026,3.667,0,17
63,46.62,110.026,4.843,0,183
64,47.36,110.026,4.023,0,23
65,48.1,110.026,3.829,0,17
66,48.84,110.026,3.523,0,23
67,49.58,110.026,4.486,0,29
68,50.32,110.026,5.282,0,29
69,51.06,110.026,5.81,0,29
70,51.8,110.026,5.528,0,29
71,52.54,110.026,3.648,0,23
72,53.28,110.026,5.31,0,35
73,54.02,110.026,5.306,0,29
74,54.76,110.026,4.426,0,23
75,55.5,110.026,4.694,0,29
76,56.24,110.026,4.356,0,23
77,56.98,110.026,5.366,0,41
78,57.72,110.026,4.866,0,29
79,58.46,110.026,4.588,0,35
80,59.2,110.026,4.704,0,29
81,59.94,110.026,4.833,0,23
82,60.68,110.026,4.241,0,23
83,61.42,110.026,4.093,0,23
84,62.16,110.026,4.38,0,29
85,62.9,110.026,3.856,0,23
86,63.64,110.026,3.5,0,29
87,64.38,110.026,3.977,0,23
88,65.12,110.026,4.398,0,29
89,65.86,110.026,3.856,0,23
90,66.6,110.026,3.778,0,23
91,67.34,110.026,4.023,0,29
92,68.08,110.026,3.639,0,23
93,68.82,110.026,3.69,0,23
94,69.56,110.026,4.005,0,23
95,70.3,110.026,3.736,0,29
96,71.04,110.026,4.454,0,23
97,71.78,110.026,4.005,0,23
98,72.52,110.026,3.968,0,23
99,73.26,110.026,3.806,0,17
100,74,110.026,5.255,0,82
101,74.74,110.026,4.157,0,35
102,75.48,110.026,3.949,0,23
103,76.22,110.026,4.407,0,29
104,76.96,110.026,4.255,0,59
105,77.7,110.026,4.481,0,29
106,78.44,110.026,4.454,0,29
107,79.18,110.026,3.542,0,41
108,79.92,110.026,3.708,0,23
109,80.66,110.026,3.736,0,23
110,81.4,110.026,4.157,0,23
111,82.14,110.026,3.657,0,29
112,82.88,110.026,4.352,0,23
113,83.62,110.026,3.241,0,17
114,84.36,110.026,3.829,0,17
115,85.1,110.026,3.782,0,29
116,85.84,110.026,4.111,0,23
117,86.58,110.026,3.708,0,23
118,87.32,110.026,3.986,0,29
119,88.06,110.026,3.782,0,29
120,88.8,110.026,4.088,0,23
121,89.54,110.026,3.694,0,17
122,90.28,110.026,3.843,0,17
123,91.02,110.026,4.329,0,23
124,91.76,110.026,4.301,0,23
125,92.5,110.026,4.935,0,23
126,93.24,110.026,4.704,0,35
127,93.98,110.026,5.907,0,35
128,94.72,110.026,5.815,0,29
129,95.46,110.026,6.407,0,35
130,96.2,110.026,4.843,0,29
131,96.94,110.026,6.199,0,53
132,97.68,110.026,6.787,0,41
133,98.42,110.026,5.167,0,29
134,99.16,110.026,5.931,0,35
135,99.9,110.026,4.773,0,23
136,100.64,110.026,4.458,0,29
137,101.38,110.026,4.917,0,29
138,102.12,110.026,4.194,0,29
139,102.86,110.026,4.269,0,23
140,103.6,110.026,3.657,0,23
141,104.34,110.026,4.014,0,17
142,105.08,110.026,4.329,0,35
143,105.82,110.026,3.773,0,23
144,106.56,110.026,4.319,0,29
145,107.3,110.026,4.343,0,29
146,108.04,110.026,4.565,0,41
147,108.78,110.026,4.537,0,29
148,109.52,110.026,4.245,0,29
149,110.26,110.026,4.458,0,29
150,111,110.026,4.829,0,130
151,111.74,110.026,4.806,0,29
152,112.48,110.026,4.81,0,29
153,113.22,110.026,4.079,0,23
154,113.96,110.026,3.981,0,35
155,114.7,110.026,4.606,0,23
156,115.44,110.026,4.009,0,35
157,116.18,110.026,4.472,0,35
158,116.92,110.026,4.556,0,29
159,117.66,110.026,3.63,0,23
160,118.4,110.026,3.727,0,23
161,119.14,110.026,4.944,0,41
162,119.88,110.026,5.032,0,29
163,120.62,110.026,5.009,0,23
164,121.36,110.026,3.458,0,23
165,122.1,110.026,3.542,0,29
166,122.84,110.026,4.505,0,29
167,123.58,110.026,4.245,0,23
168,124.32,110.026,4.435,0,29
169,125.06,110.026,3.921,0,23
170,125.8,110.026,4.218,0,23
171,126.54,110.026,3.894,0,23
172,127.28,110.026,5.37,0,29
173,128.02,110.026,4.523,0,23
174,128.76,110.026,5,0,23
175,129.5,110.026,4.833,0,23
176,130.24,110.026,6.343,0,35
177,130.98,110.026,6.782,0,41
178,131.72,110.026,6.315,0,47
179,132.46,110.026,5.745,0,29
180,133.2,110.026,4.213,0,23
181,133.94,110.026,5.463,0,41
182,134.68,110.026,5.912,0,23
183,135.42,110.026,5.894,0,35
184,136.16,110.026,6.431,0,94
185,136.9,110.026,4.954,0,29
186,137.64,110.026,4.556,0,29
187,138.38,110.026,5.231,0,35
188,139.12,110.026,4.093,0,23
189,139.86,110.026,4.981,0,23
190,140.6,110.026,4.519,0,29
191,141.34,110.026,4.208,0,23
192,142.08,110.026,4.681,0,29
193,142.82,110.026,4.495,0,29
194,143.56,110.026,4.759,0,35
195,144.3,110.026,4.759,0,29
196,145.04,110.026,3.366,0,17
197,145.78,110.026,4.713,0,35
198,146.52,110.026,4.167,0,35
199,147.26,110.026,4.407,0,23
200,148,110.026,4.556,0,29
201,148.74,110.026,4.63,0,35
202,149.48,110.026,4.662,0,29
203,150.22,110.026,4.301,0,17
204,150.96,110.026,4.417,0,29
205,151.7,110.026,4.394,0,29
206,152.44,110.026,3.949,0,23
207,153.18,110.026,4.046,0,23
208,153.92,110.026,3.991,0,35
209,154.66,110.026,5.319,0,35
210,155.4,110.026,5.306,0,29
211,156.14,110.026,4.231,0,29
212,156.88,110.026,3.222,0,17
213,157.62,110.026,4.556,0,23
214,158.36,110.026,5.282,0,23
215,159.1,110.026,5.042,0,29
216,159.84,110.026,3.977,0,29
217,160.58,110.026,4.093,0,17
218,161.32,110.026,4.009,0,23
219,162.06,110.026,4.449,0,29
220,162.8,110.026,4.505,0,29
221,163.54,110.026,4.606,0,23
222,164.28,110.026,4.259,0,23
223,165.02,110.026,4.833,0,35
224,165.76,110.026,4.838,0,23
225,166.5,110.026,6.134,0,35
226,167.24,110.026,6.366,0,35
227,167.98,110.026,4.88,0,35
228,168.72,110.026,5.75,0,29
229,169.46,110.026,7.236,0,65
230,170.2,110.026,7.523,0,41
231,170.94,110.026,7.648,0,213
232,171.68,110.026,5.699,0,29
233,172.42,110.026,4.093,0,23
234,173.16,110.026,6.449,0,35
235,173.9,110.026,6.296,0,41
236,174.64,110.026,5.454,0,29
237,175.38,110.026,5.292,0,35
238,176.12,110.026,4.435,0,29
239,176.86,110.026,5.194,0,35
240,177.6,110.026,5.231,0,29
241,178.34,110.026,4.528,0,23
242,179.08,110.026,4.75,0,23
243,179.82,110.026,4.106,0,23
244,180.56,110.026,3.94,0,29
245,181.3,110.026,4.102,0,29
246,182.04,110.026,4.181,0,29
247,182.78,110.026,4.463,0,23
248,183.52,110.026,4.468,0,23
249,184.26,110.026,4.134,0,41
250,185,110.026,4.412,0,29
251,185.74,110.026,4.014,0,23
252,186.48,110.026,4.019,0,23
253,187.22,110.026,4.333,0,29
254,187.96,110.026,3.301,0,23
255,188.7,110.026,3.764,0,29
256,189.44,110.026,4.287,0,29
257,190.18,110.026,4.31,0,124
258,190.92,110.026,3.273,0,23
259,191.66,110.026,4.222,0,23
260,192.4,110.026,4.778,0,23
261,193.14,110.026,4.685,0,35
262,193.88,110.026,4.565,0,35
263,194.62,110.026,4.227,0,35
264,195.36,110.026,3.935,0,23
265,196.1,110.026,4.134,0,23
266,196.84,110.026,4.759,0,41
267,197.58,110.026,4.602,0,23
268,198.32,110.026,5.491,0,23
269,199.06,110.026,4.898,0,29
270,199.8,110.026,4.056,0,23
271,200.54,110.026,5.167,0,29
272,201.28,110.026,5.815,0,29
273,202.02,110.026,5.866,0,35
274,202.76,110.026,5.611,0,29
275,203.5,110.026,5.819,0,35
276,204.24,110.026,5.287,0,47
277,204.98,110.026,5.833,0,29
278,205.72,110.026,6.102,0,41
279,206.46,110.026,6,0,35
280,207.2,110.026,4.843,0,29
281,207.94,110.026,4.231,0,23
282,208.68,110.026,4.292,0,23
283,209.42,110.026,4.481,0,35
284,210.16,110.026,5.069,0,23
285,210.9,110.026,4.116,0,23
286,211.64,110.026,4.361,0,29
287,212.38,110.026,3.861,0,23
288,213.12,110.026,4.755,0,29
289,213.86,110.026,5.458,0,35
290,214.6,110.026,4.12,0,29
291,215.34,110.026,4.542,0,23
292,216.08,110.026,3.773,0,23
293,216.82,110.026,3.866,0,23
294,217.56,110.026,4.037,0,29
295,218.3,110.026,4.106,0,29
296,219.04,110.026,4.606,0,23
297,219.78,110.026,4.671,0,29
298,220.52,110.026,4.685,0,41
299,221.26,110.026,5.31,0,23
300,222,110.026,4.782,0,35
301,222.74,110.026,5.06,0,29
302,223.48,110.026,4.19,0,41
303,224.22,110.026,4.583,0,29
304,224.96,110.026,4.056,0,17
305,225.7,110.026,3.977,0,23
306,226.44,110.026,3.426,0,23
307,227.18,110.026,3.778,0,23
308,227.92,110.026,5.231,0,35
309,228.66,110.026,5.968,0,71
310,229.4,110.026,6.421,0,41
311,230.14,110.026,6.722,0,35
312,230.88,110.026,6.745,0,41
313,231.62,110.026,6.356,0,35
314,232.36,110.026,5.977,0,35
315,233.1,110.026,4.306,0,29
316,233.84,110.026,4.681,0,23
317,234.58,110.026,5.278,0,35
318,235.32,110.026,5.301,0,29
319,236.06,110.026,5.236,0,35
320,236.8,110.026,4.227,0,29
321,237.54,110.026,5.481,0,41
322,238.28,110.026,4.569,0,29
323,239.02,110.026,5.208,0,29
324,239.76,110.026,4.38,0,29
325,240.5,110.026,4.236,0,23
326,241.24,110.026,4.194,0,29
327,241.98,110.026,4.051,0,35
328,242.72,110.026,4.44,0,23
329,243.46,110.026,4.375,0,23
330,244.2,110.026,3.472,0,23
331,244.94,110.026,3.884,0,29
332,245.68,110.026,4.528,0,29
333,246.42,110.026,4.014,0,29
334,247.16,110.026,3.569,0,17
335,247.9,110.026,4.236,0,23
336,248.64,110.026,3.852,0,29
337,249.38,110.026,4.023,0,23
338,250.12,110.026,3.44,0,17
339,250.86,110.026,3.477,0,29
340,251.6,110.026,4.176,0,23
341,252.34,110.026,3.625,0,29
342,253.08,110.026,4.227,0,29
343,253.82,110.026,4.315,0,29
344,254.56,110.026,3.884,0,23
345,255.3,110.026,4.167,0,29
346,256.04,110.026,4.565,0,29
347,256.78,110.026,4.31,0,29
348,257.52,110.026,3.426,0,23
349,258.26,110.026,3.931,0,23
350,259,110.026,4.551,0,29
351,259.74,110.026,4.398,0,35
352,260.48,110.026,5.194,0,29
353,261.22,110.026,6.009,0,29
354,261.96,110.026,5.852,0,41
355,262.7,110.026,6.509,0,41
356,263.44,110.026,6.287,0,35
357,264.18,110.026,5.764,0,41
358,264.92,110.026,5.731,0,35
359,265.66,110.026,5.523,0,35
360,266.4,110.026,5.935,0,41
361,267.14,110.026,4.046,0,23
362,267.88,110.026,4.898,0,29
363,268.62,110.026,5.954,0,41
364,269.36,110.026,5.181,0,41
365,270.1,110.026,5.347,0,35
366,270.84,110.026,5.796,0,35
367,271.58,110.026,5.31,0,29
368,272.32,110.026,4.986,0,35
369,273.06,110.026,5.236,0,35
370,273.8,110.026,5.181,0,35
371,274.54,110.026,4.806,0,35
372,275.28,110.026,4.236,0,35
373,276.02,110.026,3.773,0,29
374,276.76,110.026,4.356,0,23
375,277.5,110.026,4.06,0,29
376,278.24,110.026,4.361,0,17
377,278.98,110.026,5.134,0,35
378,279.72,110.026,4.421,0,65
379,280.46,110.026,4.065,0,29
380,281.2,110.026,4.144,0,23
381,281.94,110.026,4.338,0,29
382,282.68,110.026,3.963,0,23
383,283.42,110.026,4.213,0,29
384,284.16,110.026,3.764,0,29
385,284.9,110.026,4.014,0,29
386,285.64,110.026,4.009,0,23
387,286.38,110.026,4.722,0,23
388,287.12,110.026,4.218,0,29
389,287.86,110.026,4.403,0,23
390,288.6,110.026,4.625,0,29
391,289.34,110.026,4.597,0,35
392,290.08,110.026,3.222,0,17
393,290.82,110.026,3.602,0,23
394,291.56,110.026,5.329,0,35
395,292.3,110.026,5.491,0,23
396,293.04,110.026,6.227,0,35
397,293.78,110.026,6.181,0,35
398,294.52,110.026,6.199,0,35
399,295.26,110.026,7.509,0,35
400,296,110.026,4.157,0,23
401,296.74,110.026,6.222,0,41
402,297.48,110.026,5.773,0,47
403,298.22,110.026,6.838,0,148
404,298.96,110.026,5.519,0,35
405,299.7,110.026,4.949,0,23
406,300.44,110.026,5.537,0,29
407,301.18,110.026,5.657,0,35
408,301.92,110.026,5.657,0,29
409,302.66,110.026,5.486,0,29
410,303.4,110.026,4.981,0,23
411,304.14,110.026,5.176,0,29
412,304.88,110.026,4.315,0,29
413,305.62,110.026,4.597,0,23
414,306.36,110.026,4.648,0,29
415,307.1,110.026,4.727,0,29
416,307.84,110.026,3.579,0,23
417,308.58,110.026,4.694,0,23
418,309.32,110.026,4.667,0,29
419,310.06,110.026,4.134,0,47
420,310.8,110.026,3.639,0,29
421,311.54,110.026,4.454,0,23
422,312.28,110.026,4.306,0,41
423,313.02,110.026,4.435,0,23
424,313.76,110.026,4.708,0,23
425,314.5,110.026,4.639,0,29
426,315.24,110.026,5.065,0,23
427,315.98,110.026,4.074,0,53
428,316.72,110.026,4.551,0,23
429,317.46,110.026,4.63,0,23
430,318.2,110.026,5.106,0,35
431,318.94,110.026,3.69,0,29
432,319.68,110.026,4.88,0,29
433,320.42,110.026,5.569,0,35
434,321.16,110.026,5.968,0,35
435,321.9,110.026,5.278,0,23
436,322.64,110.026,5.556,0,35
437,323.38,110.026,6.032,0,35
438,324.12,110.026,5.903,0,29
439,324.86,110.026,4.579,0,23
440,325.6,110.026,6.287,0,35
441,326.34,110.026,6.491,0,41
442,327.08,110.026,6.106,0,29
443,327.82,110.026,5.236,0,29
444,328.56,110.026,5.009,0,29
445,329.3,110.026,5.389,0,29
446,330.04,110.026,5.111,0,29
447,330.78,110.026,5.079,0,29
448,331.52,110.026,4.361,0,29
449,332.26,110.026,5.431,0,35
450,333,110.026,5.356,0,35
451,333.74,110.026,5.171,0,29
452,334.48,110.026,4.949,0,23
453,335.22,110.026,3.958,0,23
454,335.96,110.026,4.301,0,23
455,336.7,110.026,5.639,0,29
456,337.44,110.026,4.31,0,29
457,338.18,110.026,3.894,0,29
458,338.92,110.026,4.231,0,23
459,339.66,110.026,3.838,0,23
460,340.4,110.026,4.708,0,23
461,341.14,110.026,4.194,0,29
462,341.88,110.026,4.028,0,23
463,342.62,110.026,5.042,0,23
464,343.36,110.026,4.338,0,23
465,344.1,110.026,4.398,0,17
466,344.84,110.026,4.894,0,29
467,345.58,110.026,4.505,0,23
468,346.32,110.026,4.074,0,29
469,347.06,110.026,3.361,0,17
470,347.8,110.026,4.292,0,23
471,348.54,110.026,4.222,0,35
472,349.28,110.026,4.463,0,23
473,350.02,110.026,4.782,0,29
474,350.76,110.026,5.639,0,29
475,351.5,110.026,6.523,0,219
476,352.24,110.026,5.528,0,23
477,352.98,110.026,6.023,0,35
478,353.72,110.026,4.625,0,35
479,354.46,110.026,6.227,0,35
480,355.2,110.026,5.579,0,23
481,355.94,110.026,5.537,0,41
482,356.68,110.026,5.435,0,29
483,357.42,110.026,6.574,0,35
484,358.16,110.026,5.898,0,23
485,358.9,110.026,4.574,0,23
486,359.64,110.026,6.162,0,41
487,360.38,110.026,6.269,0,41
488,361.12,110.026,5.495,0,29
489,361.86,110.026,5.907,0,35
490,362.6,110.026,6.731,0,47
491,363.34,110.026,5.606,0,35
492,364.08,110.026,4.426,0,23
493,364.82,110.026,4.616,0,23
494,365.56,110.026,4.755,0,47
495,366.3,110.026,4.741,0,23
496,367.04,110.026,5.13,0,29
497,367.78,110.026,5.088,0,23
498,368.52,110.026,4.81,0,35
499,369.26,110.026,4.875,0,35
500,370,110.026,4.431,0,23
501,370.74,110.026,3.852,0,23
502,371.48,110.026,4.375,0,29
503,372.22,110.026,4.287,0,29
504,372.96,110.026,4.731,0,35
505,373.7,110.026,4.329,0,23
506,374.44,110.026,4.079,0,23
507,375.18,110.026,3.593,0,23
508,375.92,110.026,4.153,0,23
509,376.66,110.026,4.889,0,23
510,377.4,110.026,4.782,0,53
511,378.14,110.026,4.417,0,23
512,378.88,110.026,3.741,0,23
513,379.62,110.026,4.185,0,23
514,380.36,110.026,4.236,0,23
515,381.1,110.026,3.81,0,23
516,381.84,110.026,2.898,0,17
517,382.58,110.026,4.06,0,65
518,383.32,110.026,4.977,0,29
519,384.06,110.026,4.796,0,29
520,384.8,110.026,4.25,0,23
521,385.54,110.026,5.796,0,35
522,386.28,110.026,5.046,0,29
523,387.02,110.026,5.046,0,35
524,387.76,110.026,3.546,0,23
525,388.5,110.026,3.986,0,23
526,389.24,110.026,4.625,0,23
527,389.98,110.026,5.19,0,41
528,390.72,110.026,5.148,0,41
529,391.46,110.026,4.931,0,23
530,392.2,110.026,5.366,0,35
531,392.94,110.026,4.292,0,23
532,393.68,110.026,4.106,0,23
533,394.42,110.026,4.463,0,29
534,395.16,110.026,4.329,0,41
535,395.9,110.026,4.394,0,29
536,396.64,110.026,4.449,0,23
537,397.38,110.026,4.537,0,23
538,398.12,110.026,3.931,0,23
539,398.86,110.026,3.491,0,23
540,399.6,110.026,4.694,0,23
541,400.34,110.026,3.903,0,29
542,401.08,110.026,3.875,0,35
543,401.82,110.026,3.611,0,29
544,402.56,110.026,3.796,0,17
545,403.3,110.026,3.662,0,23
546,404.04,110.026,4.222,0,23
547,404.78,110.026,4.134,0,35
548,405.52,110.026,4.431,0,35
549,406.26,110.026,3.87,0,29
550,407,110.026,4.12,0,23
551,407.74,110.026,4.426,0,23
552,408.48,110.026,4.167,0,35
553,409.22,110.026,3.838,0,23
554,409.96,110.026,3.866,0,29
555,410.7,110.026,4.301,0,29
556,411.44,110.026,4.625,0,41
557,412.18,110.026,4.282,0,29
558,412.92,110.026,4.806,0,29
559,413.66,110.026,4.269,0,23
560,414.4,110.026,5.301,0,23
561,415.14,110.026,4.486,0,23
562,415.88,110.026,4.574,0,29
563,416.62,110.026,3.972,0,23
564,417.36,110.026,4.019,0,35
565,418.1,110.026,4.366,0,29
566,418.84,110.026,4.088,0,35
567,419.58,110.026,4.199,0,29
568,420.32,110.026,4.148,0,29
569,421.06,110.026,4.074,0,29
570,421.8,110.026,4.477,0,35
571,422.54,110.026,4.444,0,29
572,423.28,110.026,3.708,0,23
573,424.02,110.026,3.481,0,17
574,424.76,110.026,3.648,0,17
575,425.5,110.026,3.523,0,17
576,426.24,110.026,3.87,0,29
577,426.98,110.026,2.736,0,23
578,427.72,110.026,3.171,0,23
579,428.46,110.026,3.25,0,17
580,429.2,110.026,3.528,0,29
581,429.94,110.026,3.329,0,23
582,430.68,110.026,2.75,0,17
583,431.42,110.026,3.167,0,23
584,432.16,110.026,2.972,0,17
585,432.9,110.026,2.968,0,23
586,433.64,110.026,3.546,0,29
587,434.38,110.026,2.963,0,23
588,435.12,110.026,3.764,0,23
589,435.86,110.026,2.523,0,17
590,436.6,110.026,2.995,0,17
591,437.34,110.026,3.588,0,23
592,438.08,110.026,3.611,0,23
593,438.82,110.026,3.907,0,23
594,439.56,110.026,3.838,0,23
595,440.3,110.026,4.537,0,29
596,441.04,110.026,4.667,0,23
597,441.78,110.026,4.833,0,29
598,442.52,110.026,4.583,0,29
599,443.26,110.026,4.667,0,23
600,444,110.026,5.167,0,23
601,444.74,110.026,5.444,0,41
602,445.48,110.026,4.167,0,23
603,446.22,110.026,4.495,0,29
604,446.96,110.026,5.213,0,29
605,447.7,110.026,4.509,0,29
606,448.44,110.026,4.5,0,29
607,449.18,110.026,5.028,0,23
608,449.92,110.026,4.574,0,29
609,450.66,110.026,4.167,0,23
610,451.4,110.026,4.833,0,23
611,452.14,110.026,4.634,0,23
612,452.88,110.026,4.037,0,29
613,453.62,110.026,3.921,0,23
614,454.36,110.026,4.296,0,23
615,455.1,110.026,3.917,0,35
616,455.84,110.026,4.111,0,23
617,456.58,110.026,4.153,0,29
618,457.32,110.026,4.704,0,23
619,458.06,110.026,4.782,0,29
620,458.8,110.026,4.593,0,29
621,459.54,110.026,4.435,0,29
622,460.28,110.026,3.875,0,23
623,461.02,110.026,3.954,0,23
624,461.76,110.026,3.431,0,23
625,462.5,110.026,3.06,0,23
626,463.24,110.026,3.667,0,17
627,463.98,110.026,3.324,0,29
628,464.72,110.026,3.208,0,29
629,465.46,110.026,3.782,0,29
630,466.2,110.026,3.75,0,23
631,466.94,110.026,3.898,0,29
632,467.68,110.026,3.991,0,23
633,468.42,110.026,4.468,0,29
634,469.16,110.026,3.333,0,23
635,469.9,110.026,3.894,0,23
636,470.64,110.026,4.366,0,29
637,471.38,110.026,3.338,0,23
638,472.12,110.026,3.972,0,29
639,472.86,110.026,3.801,0,23
640,473.6,110.026,4.296,0,23
641,474.34,110.026,4.958,0,29
642,475.08,110.026,4.519,0,23
643,475.82,110.026,3.19,0,29
644,476.56,110.026,4.046,0,29
645,477.3,110.026,5.25,0,35
646,478.04,110.026,4.431,0,29
647,478.78,110.026,4.111,0,29
648,479.52,110.026,4.509,0,23
649,480.26,110.026,4.245,0,41
650,481,110.026,3.912,0,23
651,481.74,110.026,4.236,0,23
652,482.48,110.026,4.523,0,35
653,483.22,110.026,4.574,0,29
654,483.96,110.026,2.778,0,35
655,484.7,110.026,3.792,0,23
656,485.44,110.026,4.634,0,29
657,486.18,110.026,3.407,0,23
658,486.92,110.026,3.398,0,23
659,487.66,110.026,4.486,0,41
660,488.4,110.026,3.505,0,23
661,489.14,110.026,4.028,0,17
662,489.88,110.026,3.792,0,29
663,490.62,110.026,4.194,0,29
664,491.36,110.026,4.389,0,23
665,492.1,110.026,4.588,0,29
666,492.84,110.026,4.704,0,29
667,493.58,110.026,4.102,0,17
668,494.32,110.026,3.954,0,29
669,495.06,110.026,3.741,0,29
670,495.8,110.026,3.343,0,17
671,496.54,110.026,4.986,0,29
672,497.28,110.026,3.259,0,35
673,498.02,110.026,4.56,0,35
674,498.76,110.026,4.009,0,23
675,499.5,110.026,4.384,0,29
676,500.24,110.026,3.866,0,17